,索引,姓名,科室名称,科室标准名称,省（市）,市（区）,医院名称,职位,链接,标准科室名称
247,14830,骨伤科门诊普通号,骨伤科门诊,骨伤科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=25b52b4b-a73e-480f-8bbe-b898d0f34a70000&hospDeptId=30c0e2ca-c226-4768-8e5c-70c7a837593e000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,骨伤科
248,14997,刘冰,皮肤科,皮肤科,北京,朝阳区,首都儿科研究所附属儿童医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=0d386f19-ab16-4908-ac06-a787c21c29d1000&hospDeptId=55783d43-7387-4dc2-9df6-2dfa9c62e548000&hospId==3656053a-8313-4ac1-9d6a-5af70382f46200,皮肤科
249,15040,张琼,呼吸科,呼吸科,北京,海淀区,中国中医科学院西苑医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=FEC007C4F57F1EF0E040A8C00F012C86000?hos&hospDeptId=FEC007C4F5781EF0E040A8C00F012C86000&hos&hospId==fea059e5-6119-4f76-9012-dbd926ea9c7300,呼吸科
250,15043,王蔚虹,消化内科,消化内科,北京,西城区,北京大学第一医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=b26ea3c1-462b-4ba0-b12a-a6825c3870a5000&hospDeptId=d9f0348f-2818-454b-a428-a6cbaa1a0dc2000&hospId==384b93f5-e9f8-448e-8635-56ffea47f66100,消化内科
251,15062,殷宇明,血液科门诊,血液科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=590e425a-fb13-45fc-b06e-83be13a0e50a000&hospDeptId=c69a24dd-b618-4dc8-91e0-b1d7c7ea8fba000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,血液科
252,15064,普通号,盆底功能障碍门诊,盆底功能障碍科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=85defe17-56d1-44c6-892a-77ec90118d07000&hospDeptId=5efe280f-e20d-43c5-bdc0-567ba1172920000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,盆底功能障碍科
253,15077,魏汉林,中医门诊,中医科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=054e51fb-8652-4ce1-b5fa-96042e5b842f000&hospDeptId=112e44cb-75ce-4f53-a9e0-b72834edf1dd000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,中医科
254,15230,邱新萍,风湿科专家,风湿科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=2a578ae5-9d76-42f8-a455-97d19eceaa85000&hospDeptId=7770759c-7e31-485d-907a-482e53b2b643000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,风湿科
255,15292,崔志强,颈腰椎专病门诊,颈腰椎科,北京,石景山区,清华大学玉泉医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ce799c4d-fe0c-4b2f-84f5-11f536bd58b3000&hospDeptId=985a6a4d-b29a-4673-a5e0-1b9dd7dac663000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,颈腰椎科
256,15391,普通号,呼吸消化内科,呼吸消化内科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=334228e5-74d4-4aa8-b43d-f7a6f51dc4b9000&hospDeptId=05b157de-8acf-4d13-9a0b-54bea42ffc51000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,呼吸消化内科
257,15437,产科门诊普通号,产科门诊,产科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=2bede99e-37ba-4289-9f48-6f3c595095a6000&hospDeptId=edeffdcf-b189-41a6-ac03-5d196b4955e7000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,产科
258,15488,黄丽梅,口腔科专家,口腔科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=68daf387-1850-44a6-9ee0-068f0af237ae000&hospDeptId=6c70db9b-cbed-4bb1-bf14-bbf3dbea0f3c000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,口腔科
259,15649,刘虹宏,心血管内科,心血管内科,北京,朝阳区,北京亚运村中医医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=a1025a70-fb64-4ccd-90af-901697c9b1b2000&hospDeptId=a9903a10-9ade-490a-ab25-115b308ac73a000&hospId==191a5561-926c-4bbd-bdc0-fff19dbd3e6b00,心血管内科
260,15691,王滇让,中医科,中医科,北京,东城区,北京同仁堂王府井中医医院,医师,https://www.guahao.com/expert/new/shiftcase?expertId=4a551e6e-6920-463f-b530-564560792a21000&hospDeptId=6047c3c0-110c-43ae-a502-1fe56b259704000&hospId==404b4b69-0f38-4b9b-8a6d-9edfb42a5d2100,中医科
261,15716,杨洋,康复专家(北院),康复科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=2d831a68-0041-46df-a58f-07b605498da5000&hospDeptId=e4a424c8-2b2b-466e-b83a-0f98e387904e000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,康复科
262,15764,丁秋玲,风湿免疫科门诊,风湿免疫科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=1545da24-3c58-442a-9802-b08aefb106c9000&hospDeptId=325f9b55-2feb-4f72-bae3-a0f7dcdc847b000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,风湿免疫科
263,15787,王海祥,神经外科门诊,神经外科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=6e233ef7-be2b-46b4-ab7d-1031a7745aba000&hospDeptId=db6b0785-7147-4cf2-940d-2a672baf8cba000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,神经外科
264,15825,李华岳,中医内科,中医内科,北京,朝阳区,固生堂北京中海中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=2725946c-bb50-4286-a5df-b733543c2b15000&hospDeptId=f42983dc-6a8b-4a4c-91be-2bbbb2a6a772000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,中医内科
265,15976,闫爱萍,美容成形,美容成形科,北京,海淀区,北京大学第三医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=0093cb11-b4a6-4aaf-8760-7c319f6c0ce5000&hospDeptId=0eb12fc0-df7c-45cc-b694-bec6301095fb000&hospId==33be00f1-4fae-4549-a101-fa2bf258291500,美容成形科
266,16037,孙崇德,中医科,中医科,北京,朝阳区,固生堂北京中海中医医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=3ecfaeb0-b7ae-4042-8c05-d2d51102fd72000&hospDeptId=744628ac-b73b-4b0b-b2c2-de3dfa2f3dc0000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,中医科
267,16096,普通号,心血管内科门诊,心血管内科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=f9813733-0718-4979-9359-3c2d71dd3908000&hospDeptId=320c2e60-6173-4109-bb11-9f60b9683246000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,心血管内科
268,16129,皮肤科门诊普通号,皮肤科门诊,皮肤科,北京,顺义区,北京中医医院顺义医院,副教授,https://www.guahao.com/expert/new/shiftcase?expertId=606a2333-fd4d-4e72-bc6c-af79c34910bb000&hospDeptId=f5b294f0-4184-469e-84a9-821d2b6236a5000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,皮肤科
269,16163,于洁,消化道肿瘤专病门诊,消化道肿瘤科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=7b4ba256-a6ac-433f-a913-961fc83d740e000&hospDeptId=9f309dc6-1ce3-47e5-85b0-6dfc158a609f000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,消化道肿瘤科
270,16169,许彤丽,消化内科,消化内科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c1e63e94-7021-4049-a79d-cafa85b297e0000&hospDeptId=71d620d9-e461-4dea-a4a9-2e72acc4498b000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,消化内科
271,16177,普通号,口腔科,口腔科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=dfc46428-72da-4cfe-b09d-fc360257ddb8000&hospDeptId=bc9244a9-f3f4-4b00-b78e-f7be0e85bf1a000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,口腔科
272,16242,柳新,心血管科专家,心血管科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=568d095f-b001-43c7-a338-5494d8864336000&hospDeptId=b5a1ee7e-47a6-41b8-8db3-e1395f3c3004000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,心血管科
273,16257,邱晓虹,普通外科,普通外科,北京,西城区,北京儿童医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=21d464eb-9bfd-49da-ba9d-49ab326ab007000&hospDeptId=009e1706-0fcb-4416-bd90-498dcd10ab96000&hospId==9ff45a91-1e70-4fa5-b0af-2cd51d559a9100,普通外科
274,16313,普通号,超声诊断科门诊,超声诊断科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=e3a9cfec-dae0-4f0d-8b12-72404715a514000&hospDeptId=8e7a146c-23b2-483b-9900-761fb224eed4000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,超声诊断科
275,16332,普通号,脑瘫门诊,脑瘫科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=b9dac04a-b83f-4aff-876a-ab8dbb6362f1000&hospDeptId=b225b63b-9eb9-45fd-a8d0-920fd94ee5e3000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,脑瘫科
276,16407,许铣,皮科门诊,皮科,北京,西城区,中国中医科学院广安门医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ffafb220-b9ce-41de-9683-8be69dc4800b000&hospDeptId=7ecc8215-8bd4-4ed9-84c5-032d5b7cb8c7000&hospId==0d9e9586-281f-423a-958f-ad1ca4cda22e00,皮科
277,16421,孙颖,肝病内科酒药免,肝病内科,北京,丰台区,解放军总医院第五医学中心（原302医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=f5cf0504-f184-4785-bc5a-c64c73e15570000&hospDeptId=a6c1a950-0ee6-4e1f-acbb-6c58b055216f000&hospId==dcddeb8c-b035-495f-a171-559697e7c1bd00,肝病内科
278,16522,张文娟,皮肤科,皮肤科,北京,西城区,北京大学人民医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=b6134a01-1b32-43ea-8ff6-8c36a9a62b76000&hospDeptId=c9a64131-529f-4998-b262-3c4475dce6af000&hospId==522c96ab-97a5-474c-9959-0c18a5ef5a0500,皮肤科
279,16603,中医推拿,中医推拿门诊,中医推拿科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=2bb304f6-602c-4112-8544-ee42ed65c33e000&hospDeptId=749f8931-ad3c-451a-9218-1b9abde2c20c000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,中医推拿科
280,16667,普通号,手足外科门诊,手足外科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=0d2d1ff1-3f16-469a-8d7c-99d47d8c85fb000&hospDeptId=ee750ff8-7955-4a1e-8b81-7727a77eff52000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,手足外科
281,16675,刘红艳,推拿科专家,推拿科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=139ec905-9069-46d4-932a-97830a59bf5c000&hospDeptId=4ca11cf7-c76d-4c5b-ad91-1a21fc36c1b2000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,推拿科
282,16760,宋旭纯,口腔科专家,口腔科,北京,顺义区,北京中医医院顺义医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=8813c293-2c74-423f-b0f8-ec0565ff77cf000&hospDeptId=6c70db9b-cbed-4bb1-bf14-bbf3dbea0f3c000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,口腔科
283,16818,赵颖,眼科特需门诊部,眼科特需部,北京,东城区,首都医科大学附属北京同仁医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=a08a3c07-d59d-479f-88ba-c78be2fb5089000&hospDeptId=00cecfd7-d73b-47ce-bf6e-d5873b4eb090000&hospId==c15ed5e1-28fc-4183-8e9c-24b60ae4ba4100,眼科特需部
284,16864,赵运涛,心血管内科门诊,心血管内科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=64cb81db-d22e-4ed0-907e-28aa702b881f000&hospDeptId=0015ebd2-4261-4441-afe9-358232d092b8000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,心血管内科
285,16873,普通门诊,头痛门诊,头痛科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=792672be-e2fb-44c6-925a-bfc7560cb793000&hospDeptId=f70fec14-0f78-4884-8926-ebbb09c50e87000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,头痛科
286,16906,倪艳梅,妇科门诊,妇科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=f31aebc0-8fdd-408a-8f01-e3545586c07a000&hospDeptId=981e9c04-3f22-4adf-905d-30207d3e138b000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,妇科
287,16914,李志红,脾胃病科,脾胃病科,北京,东城区,北京固生堂中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=793e304a-69d4-4d27-a7f8-2d16b4e261b4000&hospDeptId=70d9bedf-2642-4785-a353-316fd4bdd700000&hospId==f730fff0-97fa-4c14-bdb5-57c890661a1000,脾胃病科
288,16978,沈金凤,妇产科专家,妇产科,北京,顺义区,北京中医医院顺义医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=a8f0b4fc-ab5f-492f-b065-c7e423d5b01e000&hospDeptId=a6baf28f-ed38-4b21-8ca9-38bb8095372b000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,妇产科
289,17078,王昱,呼吸内科门诊（老年）,呼吸内科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=d0fa4f83-3c47-40ec-bccb-5d8ca02a1770000&hospDeptId=a2e753bb-ab09-498b-86bb-4101ff64feb4000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,呼吸内科
290,17202,彭洋,皮肤、性病科,皮肤科,北京,西城区,北京大学第一医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=24e1f237-a4e9-4686-b307-d515b111d8f1000&hospDeptId=7438d6b5-06dd-4a89-8900-4165eee1fe0a000&hospId==384b93f5-e9f8-448e-8635-56ffea47f66100,皮肤科
291,17323,刘莉,儿童保健中心,儿童保健中心,北京,西城区,北京儿童医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=3a494bc6-1b33-405f-afca-1bccbdfbd0a2000&hospDeptId=caa8c6c9-0eed-4a9e-930a-e0d863fe15ab000&hospId==9ff45a91-1e70-4fa5-b0af-2cd51d559a9100,儿童保健中心
292,17387,高付林,眼科,眼科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=44ea1994-381a-41d7-b00e-3fc2991c396d000&hospDeptId=3355eb13-c66a-4836-9558-e024c9f6ef5f000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,眼科
293,17464,苏晓明,放疗科,放疗科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=741897f1-70df-4d4f-b31e-13ef69b12c0a000&hospDeptId=d493e63f-3a5d-45bf-bcc5-806342c4d8d3000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,放疗科
294,17540,张桂珍,超声科,超声科,北京,海淀区,航天中心医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=bd3e09fa-489c-4730-8ceb-a1e1bc8c4b09000&hospDeptId=7c3a65ef-5b10-4a71-9ffe-d0f8ee89d7a7000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,超声科
295,17560,老年病普通号,老年病门诊,老年病科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=6ff009f8-4062-4ad1-b477-cb9a2e61496f000&hospDeptId=20f21fe6-2923-461e-a8d1-36962e20d762000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,老年病科
296,17596,白鸿刚,推拿科,推拿科,北京,朝阳区,固生堂北京中海中医医院,医师,https://www.guahao.com/expert/new/shiftcase?expertId=35356279-7633-47bc-8540-33dc59b1a5dc000&hospDeptId=cf805d0d-06b2-4417-88cd-f571c614220d000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,推拿科
297,17660,王军,肝病内科,肝病内科,北京,丰台区,解放军总医院第五医学中心（原302医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9109aed2-502e-4a4e-a4f7-d18df6cb05b4000&hospDeptId=d9f8296e-37ad-4720-8416-1cc97dd7826c000&hospId==dcddeb8c-b035-495f-a171-559697e7c1bd00,肝病内科
298,17717,王丽,脾胃病专家,脾胃病科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=3f2a155e-a5b6-4e33-b5e0-43cf2b28086c000&hospDeptId=692689fb-0082-4721-90d5-01c7dbe1ae09000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,脾胃病科
299,17751,普通号,癫痫门诊,癫痫科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=eed508f9-4dd5-4b39-8f4b-5c50cc68b218000&hospDeptId=0ebc484a-d5de-4179-b95a-0c7651431e00000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,癫痫科
300,17771,姚远,耳鼻咽喉科门诊,耳鼻咽喉科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c9ea300d-9c40-40ec-91cc-24dea5dc80e8000&hospDeptId=c8a55664-451c-4e3c-821d-0ad61508d482000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,耳鼻咽喉科
301,17860,普通号,针灸科门诊,针灸科,北京,石景山区,清华大学玉泉医院,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=d62aa0fe-46ee-4f26-8085-a282caa51d63000&hospDeptId=10a10ef6-0744-41e3-801e-ed0ff4400dcb000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,针灸科
302,17867,消化内科普通号,消化内科,消化内科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主治医师,https://www.guahao.com/expert/new/shiftcase?expertId=4e4fa426-3ef7-459e-8418-dc1a9fc54ca4000&hospDeptId=ed2ea798-6771-4aa8-86eb-8d6801c838fa000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,消化内科
303,17961,陈业涛,脑瘫门诊,脑瘫科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=37c87d25-6ba2-4fb0-a0a2-1ce23c091f1e000&hospDeptId=b225b63b-9eb9-45fd-a8d0-920fd94ee5e3000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,脑瘫科
304,18012,毛运春,皮肤科,皮肤科,北京,朝阳区,北京京城皮肤医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=51062663-3c8e-48fb-98a6-5b7bc789f203000&hospDeptId=247ae712-86fd-46af-a5d2-138a3f714b33000&hospId==3864c3af-f1ea-42a2-9827-791def8dfad300,皮肤科
305,18044,姜玉峰,创面修复,创面修复科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=84d9ab4a-0c5b-436e-befc-ae20d8f8551a000&hospDeptId=7d889928-994d-4906-bd9d-7e58ac21f87e000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,创面修复科
306,18046,刘刚,泌尿外科,泌尿外科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=d1c7eda3-f853-43cc-ad10-5ebe7b0c2182000&hospDeptId=ec14726a-71da-469d-ae5d-e8c381fede96000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,泌尿外科
307,18127,吴代民,耳鼻喉科,耳鼻喉科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=93110065-e90a-46b2-97a0-a0c563cdb11a000&hospDeptId=2d44e2d4-3714-4ec2-a7e2-63c263d3d699000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,耳鼻喉科
308,18347,钱佳丽,皮肤科专家,皮肤科,北京,顺义区,北京中医医院顺义医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=ef092964-58c5-4d0e-a336-30368b9f31d6000&hospDeptId=91e25ed7-1f13-4acb-b1af-1e1fe8b9b790000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,皮肤科
309,18354,杨秀卿,神经内科,神经内科,北京,西城区,首都医科大学宣武医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=9b0e8d50-df4c-4e09-a1d8-7258d0d68850000&hospDeptId=ebda7632-b5e9-4d74-9aa1-8bb6ed37d6f2000&hospId==8a00b552-c796-4b03-b648-5db02e64f1ef00,神经内科
310,18373,王爱红,内分泌科,内分泌科,北京,朝阳区,战略支援部队特色医学中心（原解放军第306医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=746bd310-16f0-4b90-9fec-b6645d3d2fe3000&hospDeptId=f2cd7d75-a498-4b0e-80eb-d628e1d11dde000&hospId==aa0a1d2d-dcb8-4fa1-9332-6799900b48bc00,内分泌科
311,18374,卢翠莲,老年病门诊（二科）,老年病科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=b6426224-2a97-49af-aa0b-ccf5d2bc6332000&hospDeptId=9837bb60-5475-4142-ae2d-5aafadf92246000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,老年病科
312,18612,李岩,心内科,心内科,北京,朝阳区,固生堂北京中海中医医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=c755f651-f6ec-42c3-a280-dc6145d63991000&hospDeptId=709f199f-9ff7-4dd6-b98e-8273ba0cc1fb000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,心内科
313,18633,张念,口腔科,口腔科,北京,石景山区,清华大学玉泉医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=129d4eff-a38c-410a-9919-5f3dcdd2041b000&hospDeptId=bc9244a9-f3f4-4b00-b78e-f7be0e85bf1a000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,口腔科
314,18759,刘士敬,中西医结合科,中医结合科,北京,丰台区,解放军总医院第五医学中心（原302医院）,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=e72013de-1ddb-45a4-9838-60c432b0e531000&hospDeptId=08157a7a-1c1b-452e-9106-a19e4961d738000&hospId==dcddeb8c-b035-495f-a171-559697e7c1bd00,中医结合科
315,18776,张小健,脑病专家,脑病科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=db28bdfe-3226-4bd2-aad1-3a720372a62c000&hospDeptId=5b2a583b-113f-4fd8-9ebb-30fa9a42ccba000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,脑病科
316,18949,马万千,内分泌专家,内分泌科,北京,顺义区,北京中医医院顺义医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=3fd65256-e9f6-4fe9-aabb-99e40d119162000&hospDeptId=b090f319-3272-4c9c-aa79-d15112f3fc2c000&hospId==3a968a19-d337-47f2-97c5-339b2e069d3f00,内分泌科
317,18970,高红军,肺部肿瘤内科,肺部肿瘤内科,北京,丰台区,解放军总医院第五医学中心（原307医院）,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=11886587-3aab-4e1c-92e6-5d72b49a18fe000&hospDeptId=c8303ddd-836b-45e1-9893-ebe71405bd9a000&hospId==9743eeb5-96ba-484e-b60c-51fe2af48a4100,肺部肿瘤内科
318,19102,刘破资,精神卫生科门诊,精神卫生科,北京,石景山区,清华大学玉泉医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=3143f514-3e90-4cdc-ad35-e1aa0e336817000&hospDeptId=e54350ea-879b-4cb3-a575-dfdddf261d73000&hospId==4cb5d020-bf13-47b7-b0b1-e5a26a48bc5d00,精神卫生科
319,19200,袁贤奇,心内科,心内科,北京,西城区,中国医学科学院阜外医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=cbf7c692-241f-4c05-a90b-acc16a19de4e000&hospDeptId=5fd706ab-9802-425e-81ba-b123739f5363000&hospId==6cd18b19-e0f1-401e-af06-4ae636bf6c4c00,心内科
320,19254,孙海霞,心内科,心内科,北京,朝阳区,首都医科大学附属北京安贞医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=97a2acd1-c720-11e1-913c-5cf9dd2e7135000&hospDeptId=c6188c26-748e-44d8-8d4a-93c3b9f0dc5c000&hospId==82e2981c-9b46-4fe0-affc-c52109994fd500,心内科
321,19314,严杰,推拿科,推拿科,北京,朝阳区,固生堂北京中海中医医院,医师,https://www.guahao.com/expert/new/shiftcase?expertId=81d23e4c-4e5a-4686-a937-5ece36bd1c2a000&hospDeptId=cf805d0d-06b2-4417-88cd-f571c614220d000&hospId==6a674c2f-f8c1-45da-8052-33c297836e8700,推拿科
322,19333,娄卫海,皮科门诊,皮科,北京,东城区,北京中医医院,主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=d67039b0-3748-4767-aa18-83455bcb5e3e000&hospDeptId=1e3426e9-6dcd-4c1e-961c-347197d614e5000&hospId==f6ce7549-8943-4876-a210-2e9ef90496d300,皮科
323,19374,印立鸿,产科门诊,产科,北京,海淀区,航天中心医院,副主任医师,https://www.guahao.com/expert/new/shiftcase?expertId=09a6ae73-7868-457a-914a-4d783a496dcf000&hospDeptId=c6f6102f-711b-459f-ad6c-9987e07ad144000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,产科
324,19391,普通门诊,中医失眠门诊,中医失眠科,北京,海淀区,航天中心医院,暂无,https://www.guahao.com/expert/new/shiftcase?expertId=6abe05e4-6f67-497c-9c2e-a14cc477e7fc000&hospDeptId=d9bf75ec-dd9a-4d6a-9530-2b7b21d8aab8000&hospId==06cafaaa-2e85-4f51-8e4b-4e1a29ca038e00,中医失眠科
